consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action.rt,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,425,425,425,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.9016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,426,426,426,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,427,427,427,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,1.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,428,428,428,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,0,0,0,1,0.4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,429,429,429,1,tophat.png,tree.png,trident.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,0,0,1,0.9871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,430,430,430,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,0.8669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,431,431,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,0.9364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,432,432,432,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,0.9875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,433,433,433,1,north.png,bell.png,trident.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.8504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,434,434,434,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,1,1.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,435,435,435,1,north.png,bell.png,planet.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,0.8218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,436,436,436,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,437,437,437,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,438,438,438,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,1.1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,439,439,439,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,440,440,440,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.9498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,441,441,441,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,442,442,442,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,443,443,443,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.8177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,444,444,444,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,1,1.0187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,445,445,445,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0,0,0,0,1,1.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,446,446,446,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.8508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,447,447,447,1,houses.png,watch.png,trident.png,5,2.5902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,448,448,448,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0,0,0,0,1,0.7575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,449,449,449,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0,0,0,0,1,0.8678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,450,450,450,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0,0,0,0,1,0.8646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,451,451,451,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.9004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,452,452,452,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0,0,0,0,1,0.9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,453,453,453,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0,0,0,0,1,0.8601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,454,454,454,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0.7655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6311b30d2049ac9c91901586,001,2022-12-08_09h27.36.180,study3,2021.1.3,Win32,59.58055291,6311b30d2049ac9c91901586,639196b66de4c8b2f2d051a0,63919fe7c3e610128a673ccf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,455,455,455,1,train.png,tree.png,trident.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
